Create Date,20241009_121347
Start Freq,1220000000.0
Stop Freq,1520000000.0
# Points,401
# Samples,50
Interval,0.2
Time,1728472427.176724
0.0,-63.4927698,-65.2260204,-62.6940715,-64.4490363,-61.1131437,-64.5560594,-64.6349813,-66.2958023,-66.9266275,-63.6489128,-64.4780709,-62.6981398,-65.6975075,-64.4128446,-61.8559012,-64.2453047,-63.35145,-64.0762963,-66.8942995,-63.6474993,-64.2609803
