Create Date,20241009_120621
Start Freq,120000000.0
Stop Freq,150000000.0
# Points,21
# Samples,50
Interval,0.2
Time,1728471981.976428
0.0,-73.9441376,-75.0343246,-73.4518814,-72.3372269,-72.600563,-72.840126,-71.9104462,-70.3077545,-71.1565323,-73.0708923,-73.3981094,-73.9584274,-73.8977814,-72.1879959,-72.692749
